학기,학교명,유형,교과목명,교과구분,교과영역,교과군,대상학년,학점,수업장소,요일,유형표준,온라인여부,과목정제,표준과목명,계열,_norm_school
2025_1st,대전외국어고,오프라인,전공기초스페인어,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(스페인어 회화실),,오프라인,False,전공기초스페인어,전공기초스페인어,제2외국어·국제,대전외국어고
2025_1st,대전외국어고,오프라인,전공기초프랑스어,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(Language cernter 1실),,오프라인,False,전공기초프랑스어,전공기초프랑스어,제2외국어·국제,대전외국어고
2025_1st,대전외국어고,오프라인,스포츠경기실습,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(강당),,오프라인,False,스포츠경기실습,스포츠경기실습,예체능,대전외국어고
2025_1st,대전이문고,오프라인,컴퓨터구조,전문교과,전문교과Ⅱ,,2,2,거점학교(컴퓨터실),,오프라인,False,컴퓨터구조,컴퓨터구조,기타,대전이문고
2025_1st,대전전민고,오프라인,지역이해,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(3-5),,오프라인,False,지역이해,지역이해,제2외국어·국제,대전전민고
2025_1st,대전전민고,오프라인,교육학,보통교과,생활·교양,,"2,3",2,거점학교(3-3),,오프라인,False,교육학,교육학,인문·사회,대전전민고
2025_1st,대전전민고,오프라인,현대세계의변화,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(수업나눔교실1-본관2층),,오프라인,False,현대세계의변화,현대세계의변화,기타,대전전민고
2025_1st,대전전민고,오프라인,고급화학,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(3-9),,오프라인,False,고급화학,고급화학,자연·공학,대전전민고
2025_1st,대전전민고,진로선택형,의료탐구,비교과,자연과학,,"1,2,3",해당없음(진로선택형),거점학교(1-5),,진로선택형,False,의료탐구,의료탐구,진로·융합,대전전민고
2025_1st,대전전민고,진로선택형,minonette 운동학적 분석,비교과,예체능,,"1,2,3",해당없음(진로선택형),거점학교(강당),,진로선택형,False,minonette운동학적분석,minonette운동학적분석,예체능,대전전민고
2025_1st,대전제일고,오프라인,국제법,전문교과,전문교과Ⅰ,,"2, 3",3,거점학교(융합5C),,오프라인,False,국제법,국제법,제2외국어·국제,대전제일고
2025_1st,대전제일고,오프라인,체육탐구,보통교과,체육·예술,,2,3,거점학교(강당),,오프라인,False,체육탐구,체육탐구,예체능,대전제일고
2025_1st,대전제일고,진로선택형,미디어와 사회문화,비교과,사회과학,,"1, 2, 3",해당없음(진로선택형),거점학교(융합4A),,진로선택형,False,미디어와사회문화,미디어와사회문화,인문·사회,대전제일고
2025_1st,대전제일고,진로선택형,미술 속 경제학,비교과,사회과학,,"1, 2, 3",해당없음(진로선택형),거점학교(3-1),,진로선택형,False,미술속경제학,미술속경제학,인문·사회,대전제일고
2025_1st,대전제일고,진로선택형,서양사 속 진로 탐구,비교과,사회과학,,"1, 2, 3",해당없음(진로선택형),거점학교(융합4A),,진로선택형,False,서양사속진로탐구,서양사속진로탐구,진로·융합,대전제일고
2025_1st,대전제일고,진로선택형,영화로 보는 인문학 세상,비교과,인문(어문),,"1, 2, 3",해당없음(진로선택형),거점학교(융합6),,진로선택형,False,영화로보는인문학세상,영화로보는인문학세상,인문·사회,대전제일고
2025_1st,대전제일고,진로선택형,전쟁과 인간,비교과,사회과학,,"1, 2, 3",해당없음(진로선택형),거점학교(융합3A),,진로선택형,False,전쟁과인간,전쟁과인간,기타,대전제일고
2025_1st,대전중앙고,온라인,교육학,보통교과,생활·교양,,3,2,교실온닷,,온라인,True,교육학,교육학,인문·사회,대전중앙고
2025_1st,대전중앙고,오프라인,인공지능수학,보통교과,기초,,2,2,거점학교(도담터),,오프라인,False,인공지능수학,인공지능수학,정보·AI,대전중앙고
2025_1st,대전중앙고,오프라인,환경,보통교과,생활·교양,,2,2,거점학교(2-5교실),,오프라인,False,환경,환경,자연·공학,대전중앙고
2025_1st,대전중앙고,오프라인,국제법,전문교과,전문교과Ⅰ,,3,2,거점학교(3-2교실),,오프라인,False,국제법,국제법,제2외국어·국제,대전중앙고
2025_1st,대전중앙고,오프라인,국제경제,전문교과,전문교과Ⅰ,,2,2,거점학교(2-1교실),,오프라인,False,국제경제,국제경제,인문·사회,대전중앙고
2025_1st,대전중앙고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,3,3,거점학교(물리지구과학실),,오프라인,False,물리학실험,물리학실험,자연·공학,대전중앙고
2025_1st,대전중앙고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(물리지구과학실),,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전중앙고
2025_1st,대전중앙고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(화학생물실험실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,대전중앙고
2025_1st,대전중앙고,진로선택형,한번에 정리하는 한·중 근현대사 이야기,비교과,사회과학,,"1,2,3",해당없음(진로선택형),거점학교(2-3교실),,진로선택형,False,한번에정리하는한·중근현대사이야기,한번에정리하는한·중근현대사이야기,기타,대전중앙고
2025_1st,대전지족고,오프라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,3,2,거점학교(3-1),,오프라인,False,고급수학1,고급수학1,자연·공학,대전지족고
2025_1st,대전지족고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,2,거점학교(3-9),,오프라인,False,고급생명과학,고급생명과학,자연·공학,대전지족고
2025_1st,대전지족고,진로선택형,트랜드 드로잉 실습,비교과,예체능,,"1,2",해당없음(진로선택형),거점학교(미술실),,진로선택형,False,트랜드드로잉실습,트랜드드로잉실습,예체능,대전지족고
2025_1st,대전한빛고,오프라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,3,2,거점학교(진로활동실),,오프라인,False,고급수학1,고급수학1,자연·공학,대전한빛고
2025_1st,대전한빛고,오프라인,고전문학감상,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(융합교과실),,오프라인,False,고전문학감상,고전문학감상,인문·사회,대전한빛고
2025_1st,대전한빛고,오프라인,국제경제,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(선택교과실),,오프라인,False,국제경제,국제경제,인문·사회,대전한빛고
2025_1st,대전한빛고,오프라인,미술전공실기,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(미술실),,오프라인,False,미술전공실기,미술전공실기,예체능,대전한빛고
2025_1st,대전한빛고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(진로활동실),,오프라인,False,지구과학실험,지구과학실험,자연·공학,대전한빛고
2025_1st,대전한빛고,오프라인,세계사,보통교과,탐구,,"2,3",3,거점학교(화학지구실),,오프라인,False,세계사,세계사,인문·사회,대전한빛고
2025_1st,동대전고,온라인,고급화학,전문교과,전문교과Ⅰ,,3,3,교실온닷,,온라인,True,고급화학,고급화학,자연·공학,동대전고
2025_1st,동방고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(물리실험실),,오프라인,False,고급물리학,고급물리학,자연·공학,동방고
2025_1st,동방고,오프라인,고급화학,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(화학실험실),,오프라인,False,고급화학,고급화학,자연·공학,동방고
2025_1st,동방고,오프라인,교육학,보통교과,생활·교양,,2,2,거점학교(국제사회실),,오프라인,False,교육학,교육학,인문·사회,동방고
2025_1st,동방고,오프라인,국제정치,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(주제토론실),,오프라인,False,국제정치,국제정치,인문·사회,동방고
2025_1st,동방고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(원탁토의실),,오프라인,False,심화수학1,심화수학1,자연·공학,동방고
2025_1st,명석고,온라인,교육학,보통교과,생활·교양,,2,2,교실온닷,,온라인,True,교육학,교육학,인문·사회,명석고
2025_1st,명석고,온라인,진로영어,보통교과,기초,,2,3,교실온닷,,온라인,True,진로영어,진로영어,제2외국어·국제,명석고
2025_1st,명석고,온라인,국제법,전문교과,전문교과Ⅰ,,"2,3",3,교실온닷,,온라인,True,국제법,국제법,제2외국어·국제,명석고
2025_1st,명석고,온라인,심화영어독해Ⅰ,전문교과,전문교과Ⅰ,,3,3,교실온닷,,온라인,True,심화영어독해1,심화영어독해1,제2외국어·국제,명석고
2025_1st,명석고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,2,2,거점학교(과학실B),,오프라인,False,고급물리학,고급물리학,자연·공학,명석고
2025_1st,명석고,오프라인,융합과학탐구,전문교과,전문교과Ⅰ,,2,2,거점학교(과학실B),,오프라인,False,융합과학탐구,융합과학탐구,자연·공학,명석고
2025_1st,명석고,오프라인,드로잉,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(미술실),,오프라인,False,드로잉,드로잉,예체능,명석고
2025_1st,명석고,진로선택형,노래로 배우는 일본어,비교과,기타,,"1,2,3",해당없음(진로선택형),거점학교(2-7교실),,진로선택형,False,노래로배우는일본어,노래로배우는일본어,제2외국어·국제,명석고
2025_1st,명석고,진로선택형,유능제강 유도반,비교과,기타,,"1,2",해당없음(진로선택형),거점학교(유도실),,진로선택형,False,유능제강유도반,유능제강유도반,기타,명석고
2025_1st,보문고,오프라인,융합과학탐구,전문교과,전문교과Ⅰ,,2,3,거점학교(지구물리실),,오프라인,False,융합과학탐구,융합과학탐구,자연·공학,보문고
2025_1st,보문고,오프라인,고급물리학,전문교과,전문교과Ⅰ,,3,2,거점학교(지구물리실),,오프라인,False,고급물리학,고급물리학,자연·공학,보문고
2025_1st,보문고,오프라인,고급생명과학,전문교과,전문교과Ⅰ,,3,2,거점학교(화학생명실),,오프라인,False,고급생명과학,고급생명과학,자연·공학,보문고
2025_1st,보문고,오프라인,화학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(화학생명실),,오프라인,False,화학실험,화학실험,자연·공학,보문고
2025_1st,서대전고,온라인,경제,보통교과,탐구,,2,3,교실온닷,,온라인,True,경제,경제,인문·사회,서대전고
2025_1st,서대전고,온라인,시창작,전문교과,전문교과Ⅰ,,"2, 3",2,교실온닷,,온라인,True,시창작,시창작,예체능,서대전고
2025_1st,서대전고,오프라인,고전과윤리,보통교과,탐구,,"2, 3",2,거점학교(교실),,오프라인,False,고전과윤리,고전과윤리,인문·사회,서대전고
2025_1st,서대전고,오프라인,입체조형,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(미술실),,오프라인,False,입체조형,입체조형,예체능,서대전고
2025_1st,서대전고,오프라인,철학,보통교과,생활·교양,,"2, 3",2,거점학교(교실),,오프라인,False,철학,철학,인문·사회,서대전고
2025_1st,서대전여고,오프라인,고급화학,전문교과,전문교과Ⅰ,,3,2,거점학교(화학실),,오프라인,False,고급화학,고급화학,자연·공학,서대전여고
2025_1st,서대전여고,오프라인,정치와법 ,보통교과,탐구,,2,2,거점학교(공용교실1),,오프라인,False,정치와법,정치와법,인문·사회,서대전여고
2025_1st,서일고,오프라인,지구과학실험,전문교과,전문교과Ⅰ,,"2,3",3,거점학교(수리탐구실,,오프라인,False,지구과학실험,지구과학실험,자연·공학,서일고
2025_1st,서일고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,2,2,거점학교(컨퍼런스룸),,오프라인,False,심화수학1,심화수학1,자연·공학,서일고
2025_1st,서일고,오프라인,인공지능수학,보통교과,기초,,"2,3",2,거점학교(IMC실),,오프라인,False,인공지능수학,인공지능수학,정보·AI,서일고
2025_1st,서일고,오프라인,생명과학실험,전문교과,전문교과Ⅰ,,2,2,거점학교(메덴&모건실),,오프라인,False,생명과학실험,생명과학실험,자연·공학,서일고
2025_1st,서일고,오프라인,드로잉,전문교과,전문교과Ⅰ,,"2,3",2,거점학교(르네상스실),,오프라인,False,드로잉,드로잉,예체능,서일고
2025_1st,서일고,오프라인,세계문제와미래사회,전문교과,전문교과Ⅰ,,2,2,거점학교(인문학 토론실),,오프라인,False,세계문제와미래사회,세계문제와미래사회,인문·사회,서일고
2025_1st,서일여자고,온라인,사회탐구방법,전문교과,전문교과Ⅰ,,"2, 3",2,교실온닷,,온라인,True,사회탐구방법,사회탐구방법,인문·사회,서일여자고
2025_1st,서일여자고,오프라인,심화수학Ⅰ,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(토의토론실),,오프라인,False,심화수학1,심화수학1,자연·공학,서일여자고
2025_1st,서일여자고,오프라인,고급수학Ⅰ,전문교과,전문교과Ⅰ,,"2, 3",2,거점학교(토의토론실),,오프라인,False,고급수학1,고급수학1,자연·공학,서일여자고
2025_1st,서일여자고,오프라인,물리학실험,전문교과,전문교과Ⅰ,,3,2,거점학교(지능형과학실),,오프라인,False,물리학실험,물리학실험,자연·공학,서일여자고
2025_1st,서일여자고,오프라인,인공지능수학,보통교과,기초,,"2, 3",2,거점학교(수업나눔실),,오프라인,False,인공지능수학,인공지능수학,정보·AI,서일여자고
2025_1st,서일여자고,오프라인,한국사회의이해,전문교과,전문교과Ⅰ,,3,2,거점학교(진로탐색실),,오프라인,False,한국사회의이해,한국사회의이해,인문·사회,서일여자고
