학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000004277,광명광덕초등학교,초등학교,1960-03-05,공립,본교,운영,경기도 광명시 철산동 496-3,경기도 광명시 오리로841번길 9,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-10-25,37.4739336733,126.8659323,2026-03-20
B000010347,전북체육중학교,중학교,2007-03-05,공립,본교,운영,전북특별자치도 완주군 소양면 해월리 377-19,전북특별자치도 완주군 소양면 원암로 46,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2025-10-25,35.8655498026,127.2506487866,2026-03-20
B000002162,서울고명초등학교,초등학교,1980-11-29,공립,본교,운영,서울특별시 강동구 명일동 296-1,서울특별시 강동구 고덕로46길 53,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.5529725263,127.1474362024,2026-03-20
B000004326,걸포초등학교,초등학교,2011-03-01,공립,본교,운영,경기도 김포시 걸포동 1565,경기도 김포시 걸포로 22,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-10-25,37.6335920214,126.7075547393,2026-03-20
B000003443,대전둔천초등학교,초등학교,1996-09-01,공립,본교,운영,대전광역시 서구 만년동 8,대전광역시 서구 만년로 3,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3684399071,127.3739634704,2026-03-20
B000006154,정읍수성초등학교,초등학교,1995-09-01,공립,본교,운영,전북특별자치도 정읍시 수성동 917-3,전북특별자치도 정읍시 수성3로 21,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2013-11-29,2025-10-25,35.5843771558,126.8573490411,2026-03-20
B000005679,신창초등학교,초등학교,1910-09-17,공립,본교,운영,충청남도 아산시 신창면 읍내리 310,충청남도 아산시 신창면 서부남로840번길 26,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2025-10-25,36.7805682343,126.9331659754,2026-03-20
B000008851,인천계수중학교,중학교,2010-03-01,공립,본교,운영,인천광역시 계양구 서운동 109-2,인천광역시 계양구 살라리로2번길 25,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2025-10-25,37.5351596806,126.7449188,2026-03-20
B000001892,서울대조초등학교,초등학교,1967-11-24,공립,본교,운영,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2025-10-25,37.6135791439,126.9193021667,2026-03-20
B000005850,홍남초등학교,초등학교,1963-02-10,공립,본교,운영,충청남도 홍성군 홍성읍 고암리 663,충청남도 홍성군 홍성읍 홍장북로 434,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2025-10-25,36.5938134427,126.6689868066,2026-03-20
B000012969,서야고등학교,고등학교,1974-04-20,사립,본교,운영,충청남도 당진시 합덕읍 합덕리 258-9,충청남도 당진시 합덕읍 덕평로 335,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2025-10-25,36.7927459483,126.78778656,2026-03-20
B000012818,진부고등학교,고등학교,1968-03-01,공립,본교,운영,강원특별자치도 평창군 진부면 하진부리 258-2,강원특별자치도 평창군 진부면 솔천길 69,7801000,강원특별자치도교육청,7912000,강원특별자치도평창교육지원청,2013-11-29,2025-10-25,37.6361552593,128.552629,2026-03-20
B000006140,왕북초등학교,초등학교,1949-09-01,공립,본교,운영,전북특별자치도 익산시 왕궁면 동용리 643,전북특별자치도 익산시 왕궁면 금광길 54-12,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2025-10-25,35.9910153208,127.1040757573,2026-03-20
B000022977,반곡초등학교,초등학교,1949-09-30,공립,본교,운영,충청남도 논산시 양촌면 반곡리 250,충청남도 논산시 양촌면 황산벌로1126번길 5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2025-10-25,36.1828368552,127.2055142742,2026-03-20
B000025685,인천윤슬초등학교,초등학교,2026-03-01,공립,본교,운영,인천광역시 중구 운서동 865,,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2026-04-10,37.48426206,126.5020588,2026-03-20
B000003772,수내초등학교,초등학교,1993-01-11,공립,본교,운영,경기도 성남시 분당구 수내동 81,경기도 성남시 분당구 백현로243번길 12,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-10-25,37.3677656443,127.1246626252,2026-03-20
B000012414,화봉고등학교,고등학교,2011-03-01,공립,본교,운영,울산광역시 북구 화봉동 1441,울산광역시 북구 화동로 47,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2025-10-25,35.5952995329,129.3700214059,2026-03-20
B000005943,고대초등학교,초등학교,1936-06-11,공립,본교,운영,충청남도 당진시 고대면 진관리 770-2,충청남도 당진시 고대면 고대로 206,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2025-10-25,36.9363484308,126.5939221559,2026-03-20
B000026122,새움중학교,중학교,2017-03-01,공립,본교,운영,세종특별자치시 다정동 963,세종특별자치시 다정서로 12,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.49114144,127.2472377996,2026-03-20
B000025326,백성초등학교,초등학교,1946-03-06,공립,본교,운영,경기도 안성시 옥산동 566,경기도 안성시 아양3로 41,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-10-25,37.0054735148,127.2519747,2026-03-20
B000011646,한국치즈과학고등학교,고등학교,1980-03-08,공립,본교,운영,전북특별자치도 임실군 강진면 갈담리 333,전북특별자치도 임실군 강진면 갈담3길 48,8321000,전북특별자치도교육청,8432000,전북특별자치도임실교육지원청,2013-11-29,2025-10-25,35.5332737828,127.1647542,2026-03-20
B000003288,광주월산초등학교,초등학교,1970-06-07,공립,본교,운영,광주광역시 남구 월산동 261,광주광역시 남구 월산로116번길 6,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1481185547,126.8982568463,2026-03-20
B000024303,여울초등학교,초등학교,2017-03-01,공립,본교,운영,세종특별자치시 보람동 735,세종특별자치시 보람1길 9,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.47603336,127.285140129,2026-03-20
B000009829,공근중학교,중학교,1971-11-13,공립,본교,운영,강원특별자치도 횡성군 공근면 학담리 23-5,강원특별자치도 횡성군 공근면 학담4길 21,7801000,강원특별자치도교육청,7892000,강원특별자치도횡성교육지원청,2013-11-29,2025-10-25,37.5402330291,127.9631069741,2026-03-20
B000008411,광희중학교,중학교,1937-05-21,공립,본교,운영,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 46,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2025-10-25,37.5511545255,127.033980049,2026-03-20
B000012900,천안월봉고등학교,고등학교,2004-03-26,공립,본교,운영,충청남도 천안시 서북구 불당동 825,충청남도 천안시 서북구 불당11로 51,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2025-10-25,36.80456188,127.1119636,2026-03-20
B000003740,안말초등학교,초등학교,1992-07-01,공립,본교,운영,경기도 성남시 분당구 이매동 118,경기도 성남시 분당구 양현로 104,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-10-25,37.3931542861,127.1259824476,2026-03-20
B000012643,안성고등학교,고등학교,1966-05-06,공립,본교,운영,경기도 안성시 금산동 33-1,경기도 안성시 금산길 57,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-10-25,37.01403178,127.2713539,2026-03-20
B000013535,대전대성고등학교,고등학교,1955-04-27,사립,본교,운영,대전광역시 중구 목동 95-1,대전광역시 중구 목동로 23,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3319710025,127.4070778768,2026-03-20
B000003595,중남초등학교,초등학교,1925-06-10,공립,본교,운영,울산광역시 울주군 삼남읍 신화리 1485-17,울산광역시 울주군 삼남읍 사촌신복로 572,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2025-10-25,35.5362227916,129.1085657666,2026-03-20
B000011458,대전국제통상고등학교,고등학교,1982-03-10,공립,본교,운영,대전광역시 중구 문화동 187-1,대전광역시 중구 서문로 47,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3138626055,127.4075367932,2026-03-20
B000010247,전북중학교,중학교,1964-02-25,사립,본교,운영,전북특별자치도 전주시 덕진구 여의동2가 685-1,전북특별자치도 전주시 덕진구 쪽구름2길 22,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.8741467923,127.0780105384,2026-03-20
B000010085,음봉중학교,중학교,1971-03-13,공립,본교,운영,충청남도 아산시 음봉면 동암리 271-1,충청남도 아산시 음봉면 음봉로 505,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2025-10-25,36.8427711,127.0672333,2026-03-20
B000010250,군산서흥중학교,중학교,1984-03-01,공립,본교,운영,전북특별자치도 군산시 서흥남동 853,전북특별자치도 군산시 축동로 129,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2013-11-29,2025-10-25,35.9715801847,126.7090954494,2026-03-20
B000022600,내동초등학교,초등학교,2013-03-01,공립,본교,운영,경기도 의왕시 내손동 848-1,경기도 의왕시 내손로 101,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-10-25,37.3895943987,126.9797574341,2026-03-20
B000012486,심원고등학교,고등학교,1995-03-01,공립,본교,운영,경기도 부천시 원미구 중동 1074-1,경기도 부천시 원미구 계남로 284,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-10-25,37.5046909057,126.7791340562,2026-03-20
B000007607,도산초등학교,초등학교,1928-09-07,공립,본교,운영,경상남도 통영시 도산면 법송리 1124-1,경상남도 통영시 도산면 도산일주로 25,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2025-10-25,34.90216809,128.3614703757,2026-03-20
B000027171,공항고등학교,고등학교,1983-04-12,공립,본교,운영,서울특별시 강서구 마곡동 733-3,서울특별시 강서구 방화대로34길 43,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5704610945,126.8185198336,2026-03-20
B000002576,금샘초등학교,초등학교,2004-03-01,공립,본교,운영,부산광역시 금정구 남산동 553-2,부산광역시 금정구 금샘로 525,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2025-10-25,35.2690589228,129.0838920955,2026-03-20
B000004764,신봉초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 포천시 소흘읍 송우리 727-4,경기도 포천시 소흘읍 송우로 98,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-10-25,37.8320678372,127.1392119339,2026-03-20
B000004439,송촌초등학교,초등학교,1947-03-20,공립,본교,운영,경기도 여주시 대신면 송촌리 504,경기도 여주시 대신면 여양1로 237,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-10-25,37.4117203954,127.5690747704,2026-03-20
B000006441,쌍봉초등학교,초등학교,1930-11-24,공립,본교,운영,전라남도 여수시 학동 238,전라남도 여수시 흥국로 47,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2025-10-25,34.764136489,127.6682167,2026-03-20
B000004789,포천삼정초등학교,초등학교,1944-04-01,공립,본교,운영,경기도 포천시 신북면 삼정리 405-1,경기도 포천시 신북면 청신로947번길 17,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-10-25,37.9635736826,127.1307144398,2026-03-20
B000009248,부천여월중학교,중학교,1996-03-01,공립,본교,운영,경기도 부천시 오정구 여월동 68,경기도 부천시 오정구 성곡로57번길 25,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-10-25,37.51725867,126.7972230833,2026-03-20
B000002269,서울서일초등학교,초등학교,1986-09-01,공립,본교,운영,서울특별시 서초구 서초동 1436-8,서울특별시 서초구 남부순환로339길 38,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2025-10-25,37.485297777,127.0221597514,2026-03-20
B000009054,대전체육중학교,중학교,1973-06-04,공립,본교,운영,대전광역시 유성구 원신흥동 330,대전광역시 유성구 원신흥로40번길 6,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3365130898,127.3406536026,2026-03-20
B000008301,양동중학교,중학교,1984-03-05,공립,본교,운영,서울특별시 양천구 목동 600-6,서울특별시 양천구 목동중앙북로 49,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5483687522,126.8687172037,2026-03-20
B000003413,대전동도초등학교,초등학교,1987-09-05,공립,본교,운영,대전광역시 대덕구 오정동 316,대전광역시 대덕구 한남로150번길 27,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3477223241,127.4128474743,2026-03-20
B000012360,대전중앙고등학교,고등학교,1948-04-01,사립,본교,운영,대전광역시 중구 중촌동 14-1,대전광역시 중구 대종로 634,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3384227746,127.4147890881,2026-03-20
B000027244,한국창의예술고등학교,고등학교,2020-03-01,공립,본교,운영,전라남도 광양시 마동 328-6,전라남도 광양시 중마로 400,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2025-10-25,34.948807562,127.7019096023,2026-03-20
B000012946,장항고등학교,고등학교,1983-10-23,사립,본교,운영,충청남도 서천군 장항읍 성주리 138-4,충청남도 서천군 장항읍 성화로193번길 6,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2025-10-25,36.0163803915,126.7066945163,2026-03-20
B000002718,교리초등학교,초등학교,2002-03-01,공립,본교,운영,부산광역시 기장군 기장읍 교리 241-2,부산광역시 기장군 기장읍 차성로 427,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2025-10-25,35.25506637,129.2167847,2026-03-20
B000009515,이천양정여자중학교,중학교,1946-10-15,사립,본교,운영,경기도 이천시 관고동 77,경기도 이천시 영창로 119,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-10-25,37.28466632,127.436821002,2026-03-20
B000026128,두루고등학교,고등학교,2015-03-01,공립,본교,운영,세종특별자치시 고운동 898,세종특별자치시 마음안1로 53,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.5162699908,127.2273942068,2026-03-20
B000007291,진보초등학교,초등학교,1909-09-06,공립,본교,운영,경상북도 청송군 진보면 진안리 54-74,경상북도 청송군 진보면 진보로 149,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2013-11-29,2025-10-25,36.5294249385,129.0484952193,2026-03-20
B000009065,진잠중학교,중학교,1970-03-06,공립,본교,운영,대전광역시 유성구 원내동 404,대전광역시 유성구 진잠로 60-23,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.2968810911,127.317617742,2026-03-20
B000024674,화성청계초등학교,초등학교,2015-04-08,공립,본교,운영,경기도 화성시 청계동 518,경기도 화성시 동탄대로시범길 39,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-10-25,37.1991920037,127.1021055068,2026-03-20
B000004952,창호초등학교,초등학교,1963-11-11,공립,본교,운영,강원특별자치도 동해시 묵호진동 85-7,강원특별자치도 동해시 해맞이길 183,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2025-10-25,37.5592414517,129.1081551327,2026-03-20
B000003913,안산초등학교,초등학교,1899-09-15,공립,본교,운영,경기도 안산시 상록구 수암동 177,경기도 안산시 상록구 수암2길 13-7,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-10-25,37.3649596901,126.8781241066,2026-03-20
B000003358,대전대동초등학교,초등학교,1968-10-02,공립,본교,운영,대전광역시 동구 대동 198-10,대전광역시 동구 대동초등3길 21,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3254899921,127.4472996536,2026-03-20
B000004358,이천송정초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 이천시 송정동 375-23,경기도 이천시 영창로45번길 165,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-10-25,37.2941628727,127.4333896693,2026-03-20
B000024614,순천승남중학교,중학교,1955-09-30,공립,본교,운영,전라남도 순천시 송광면 이읍리 896,전라남도 순천시 송광면 이읍원동길 10,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2025-10-25,34.9643005548,127.2608322062,2026-03-20
B000024648,한백고등학교,고등학교,2016-03-01,공립,본교,운영,경기도 화성시 영천동 696,경기도 화성시 동탄순환대로26길 21,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-10-25,37.2076315539,127.1133605411,2026-03-20
B000006172,태인초등학교,초등학교,1911-09-25,공립,본교,운영,전북특별자치도 정읍시 태인면 태성리 429,전북특별자치도 정읍시 태인면 동헌길 16,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2013-11-29,2025-10-25,35.6538145416,126.9466315382,2026-03-20
B000026500,송양중학교,중학교,2014-03-01,공립,본교,운영,경기도 의정부시 낙양동 762,경기도 의정부시 용민로 308,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-10-25,37.751727287,127.1044225,2026-03-20
B000004367,신하초등학교,초등학교,1959-12-01,공립,본교,운영,경기도 이천시 부발읍 신하리 374-2,경기도 이천시 부발읍 경충대로2250번길 12,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-10-25,37.261090247,127.4792851031,2026-03-20
B000004897,소초초등학교,초등학교,1930-11-11,공립,본교,운영,강원특별자치도 원주시 소초면 평장리 792,강원특별자치도 원주시 소초면 평장안골1길 15,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2013-11-29,2025-10-25,37.4176714293,128.0046157727,2026-03-20
B000006271,동상초등학교,초등학교,1933-04-01,공립,본교,운영,전북특별자치도 완주군 동상면 신월리 286,전북특별자치도 완주군 동상면 대아저수로 1525,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2025-10-25,35.9577799722,127.2937521,2026-03-20
B000003912,안산창촌초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 안산시 상록구 건건동 619,경기도 안산시 상록구 건건5길 7,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-10-25,37.307438766,126.9047029119,2026-03-20
B000004923,노암초등학교,초등학교,1979-03-15,공립,본교,운영,강원특별자치도 강릉시 노암동 415-2,강원특별자치도 강릉시 노암등길 71,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2013-11-29,2025-10-25,37.7408229738,128.9015409839,2026-03-20
B000024278,옥동초등학교,초등학교,1922-12-22,공립,본교,운영,충청북도 진천군 덕산읍 두촌리 2505,충청북도 진천군 덕산읍 예지로 43,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2025-10-25,36.90351811,127.5289119,2026-03-20
B000011361,상일미디어고등학교,고등학교,1983-10-06,사립,본교,운영,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.54858748,127.1708235,2026-03-20
B000002623,백양초등학교,초등학교,1984-01-30,공립,본교,운영,부산광역시 북구 만덕동 838-1,부산광역시 북구 상리로18번길 12,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2025-10-25,35.20773508,129.0344087,2026-03-20
B000010790,선산중학교,중학교,1946-09-25,공립,본교,운영,경상북도 구미시 선산읍 이문리 709,경상북도 구미시 선산읍 선상서로14길 19-20,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2025-10-25,36.2407958549,128.2924805731,2026-03-20
B000004360,한내초등학교,초등학교,1998-10-10,공립,본교,운영,경기도 이천시 증포동 70-5,경기도 이천시 갈산로 71,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-10-25,37.2904103051,127.4615027238,2026-03-20
B000005726,남일초등학교,초등학교,1929-05-01,공립,본교,운영,충청남도 금산군 남일면 초현리 253-2,충청남도 금산군 남일면 봉황로 83,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2025-10-25,36.0435224746,127.5029095262,2026-03-20
B000003252,연제초등학교,초등학교,2005-09-01,공립,본교,운영,광주광역시 북구 양산동 688,광주광역시 북구 하서로229번길 47,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.1961697767,126.8736986244,2026-03-20
B000008291,신암중학교,중학교,1981-03-02,공립,본교,운영,서울특별시 강동구 암사동 444,서울특별시 강동구 고덕로 65,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.55636169,127.1336043356,2026-03-20
B000013480,장훈고등학교,고등학교,1964-01-13,사립,본교,운영,서울특별시 영등포구 신길동 176,서울특별시 영등포구 영등포로64길 26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2025-10-25,37.5133455932,126.9162285479,2026-03-20
B000005536,천안부대초등학교,초등학교,1947-09-22,공립,본교,운영,충청남도 천안시 서북구 부대동 270,충청남도 천안시 서북구 공대길 37,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2025-10-25,36.8489481681,127.1518968,2026-03-20
B000010221,서전주중학교,중학교,1984-03-01,공립,본교,운영,전북특별자치도 전주시 완산구 효자동1가 364-8,전북특별자치도 전주시 완산구 거마평로 205,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.8103398791,127.1122327,2026-03-20
B000013072,여천고등학교,고등학교,1986-03-07,공립,본교,운영,전라남도 여수시 선원동 54,전라남도 여수시 가곡길 63,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2025-10-25,34.7714232142,127.6624054308,2026-03-20
B000011299,선린인터넷고등학교,고등학교,1899-06-24,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2025-10-25,37.5429687239,126.9649361388,2026-03-20
B000023213,송양고등학교,고등학교,2015-03-01,공립,본교,운영,경기도 의정부시 낙양동 759,경기도 의정부시 송양로 6,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-10-25,37.7531098805,127.1065648882,2026-03-20
B000012047,성보고등학교,고등학교,1982-03-04,사립,본교,운영,서울특별시 관악구 신림동 1690,서울특별시 관악구 남부순환로156길 39,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2025-10-25,37.4807283677,126.9209573264,2026-03-20
B000002657,덕상초등학교,초등학교,1993-03-01,공립,본교,운영,부산광역시 사상구 덕포동 775-1,부산광역시 사상구 덕상로 32,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2025-10-25,35.17472977,128.9906464,2026-03-20
B000007253,계당초등학교,초등학교,1960-04-01,공립,본교,운영,경상북도 경산시 와촌면 계당리 1468,경상북도 경산시 와촌면 계당길 27,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2025-10-25,35.9284246995,128.8513377542,2026-03-20
B000025229,박문여자고등학교,고등학교,1940-05-18,사립,본교,운영,인천광역시 연수구 송도동 162-3,인천광역시 연수구 송도과학로51번길 16,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2025-10-25,37.3827506784,126.6662372378,2026-03-20
B000008199,노곡중학교,중학교,1989-03-01,공립,본교,운영,서울특별시 도봉구 창동 32,서울특별시 도봉구 노해로70길 95,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2025-10-25,37.6488025057,127.0537436529,2026-03-20
B000010283,함열여자중학교,중학교,1961-04-11,사립,본교,운영,전북특별자치도 익산시 함열읍 남당리 586-12,전북특별자치도 익산시 함열읍 정자길 31,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2025-10-25,36.0834960459,126.9696538911,2026-03-20
B000002672,학장초등학교,초등학교,1950-05-10,공립,본교,운영,부산광역시 사상구 학장동 242-1,부산광역시 사상구 대동로 205,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2025-10-25,35.14614928,128.9845724,2026-03-20
B000026553,한울초등학교,초등학교,2016-09-01,공립,본교,운영,충청남도 홍성군 홍북읍 신경리 1206,충청남도 홍성군 홍북읍 홍학로 131,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2025-10-25,36.6452672376,126.6800433921,2026-03-20
B000001941,서울중동초등학교,초등학교,1978-03-01,공립,본교,운영,서울특별시 마포구 성산동 94-1,서울특별시 마포구 월드컵북로 152,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2025-10-25,37.5664106054,126.9117752398,2026-03-20
B000025541,중일초등학교,초등학교,2013-08-22,공립,본교,운영,경기도 용인시 기흥구 중동 1098,경기도 용인시 기흥구 동백죽전대로527번길 36,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-10-25,37.28560757,127.1432335222,2026-03-20
B000009029,대전느리울중학교,중학교,2004-01-05,공립,본교,운영,대전광역시 서구 관저동 1375,대전광역시 서구 관저중로64번길 84,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.2972280158,127.3394080612,2026-03-20
B000009224,동광중학교,중학교,1976-06-30,사립,본교,운영,경기도 성남시 중원구 성남동 2876-1,경기도 성남시 중원구 원터로 84,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-10-25,37.434633622,127.1434964106,2026-03-20
B000005969,전주문정초등학교,초등학교,1955-04-01,공립,본교,운영,전북특별자치도 전주시 완산구 평화동3가 226,전북특별자치도 전주시 완산구 구이로 1979,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2025-10-25,35.7755500316,127.1280733334,2026-03-20
B000008905,양산중학교,중학교,1995-03-06,공립,본교,운영,광주광역시 북구 양산동 610-3,광주광역시 북구 하서로229번길 30,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.19641806,126.8750070682,2026-03-20
B000009713,조종중학교,중학교,1955-06-01,공립,본교,운영,경기도 가평군 조종면 현리 438,경기도 가평군 조종면 연등윗길 22,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2025-10-25,37.8143590908,127.3466137552,2026-03-20
B000011612,부여정보고등학교,고등학교,1982-03-10,공립,본교,운영,충청남도 부여군 규암면 외리 198,충청남도 부여군 규암면 충절로2316번길 24,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2025-10-25,36.2773164906,126.8817736541,2026-03-20
B000006239,용지초등학교,초등학교,1928-03-01,공립,본교,운영,전북특별자치도 김제시 용지면 구암리 138-3,전북특별자치도 김제시 용지면 용지로 462,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2025-10-25,35.85413529,126.9586370567,2026-03-20
B000012716,송현고등학교,고등학교,1999-03-01,공립,본교,운영,경기도 의정부시 민락동 735-4,경기도 의정부시 용민로 159,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-10-25,37.7439207508,127.0908316464,2026-03-20
