source,row_id,name,road,jibun,method,lat,lon,n_candidates,query_used,failure_reason,attempts,needs_review
public_library,10,월평도서관,대전광역시 서구 한밭대로 664 (갈마동),,도로명원본,36.3570872057422,127.372170888015,1,대전광역시 서구 한밭대로 664 (갈마동),,도로명원본:대전광역시 서구 한밭대로 664 (갈마동) -> 1,False
public_library,11,유성도서관,대전광역시 유성구 대덕대로 507-38 (가정동),,도로명원본,36.3784229144919,127.375913487226,1,대전광역시 유성구 대덕대로 507-38 (가정동),,도로명원본:대전광역시 유성구 대덕대로 507-38 (가정동) -> 1,False
public_library,12,자양도서관,대전광역시 동구 백룡로 16 (자양동),,도로명원본,36.3354658528288,127.448639022472,1,대전광역시 동구 백룡로 16 (자양동),,도로명원본:대전광역시 동구 백룡로 16 (자양동) -> 1,False
public_library,13,전민도서관,대전광역시 유성구 문지로299번길 18 (문지동),,도로명원본,36.3931040728676,127.406290674599,1,대전광역시 유성구 문지로299번길 18 (문지동),,도로명원본:대전광역시 유성구 문지로299번길 18 (문지동) -> 1,False
public_library,14,진잠도서관,대전광역시 유성구 진잠로160번길 19 (원내동),,도로명원본,36.3031573384675,127.319766822848,1,대전광역시 유성구 진잠로160번길 19 (원내동),,도로명원본:대전광역시 유성구 진잠로160번길 19 (원내동) -> 1,False
public_library,15,홍도도서관,대전광역시 동구 동산초교로34번길 56 (홍도동),,도로명원본,36.349081438139,127.425826689463,1,대전광역시 동구 동산초교로34번길 56 (홍도동),,도로명원본:대전광역시 동구 동산초교로34번길 56 (홍도동) -> 1,False
public_library,16,가수원도서관,대전광역시 서구 가수원로 91-11 (가수원동),,도로명원본,36.3016940197621,127.348922675391,1,대전광역시 서구 가수원로 91-11 (가수원동),,도로명원본:대전광역시 서구 가수원로 91-11 (가수원동) -> 1,False
public_library,17,아가랑도서관,대전광역시 유성구 반석로 78 (반석동),,도로명원본,36.3907729243946,127.306259029024,1,대전광역시 유성구 반석로 78 (반석동),,도로명원본:대전광역시 유성구 반석로 78 (반석동) -> 1,False
public_library,18,원신흥도서관,대전광역시 유성구 원신흥남로 59 (원신흥동),,도로명원본,36.3377163183855,127.337485798842,1,대전광역시 유성구 원신흥남로 59 (원신흥동),,도로명원본:대전광역시 유성구 원신흥남로 59 (원신흥동) -> 1,False
public_library,19,대전학생교육문화원,대전광역시 중구 동서대로 1360 (목동),,도로명원본,36.3293614832861,127.410287673436,1,대전광역시 중구 동서대로 1360 (목동),,도로명원본:대전광역시 중구 동서대로 1360 (목동) -> 1,False
public_library,20,대전광역시한밭도서관,대전광역시 중구 서문로 10 (문화동),,도로명원본,36.3099239827505,127.409677183969,1,대전광역시 중구 서문로 10 (문화동),,도로명원본:대전광역시 중구 서문로 10 (문화동) -> 1,False
public_library,21,대전광역시동대전도서관,대전광역시 동구 우암로277번길 70 (가양동),,도로명원본,36.3488192103673,127.445039164003,1,대전광역시 동구 우암로277번길 70 (가양동),,도로명원본:대전광역시 동구 우암로277번길 70 (가양동) -> 1,False
public_library,22,대전광역시 동구 가오도서관,대전광역시 동구 동구청로 147 (가오동),,도로명원본,36.3120364990332,127.45491664858,1,대전광역시 동구 동구청로 147 (가오동),,도로명원본:대전광역시 동구 동구청로 147 (가오동) -> 1,False
public_library,23,대전광역시 동구 용운도서관,대전광역시 동구 새울로68번길 23-23 (용운동),,도로명원본,36.3257031114134,127.463852618585,1,대전광역시 동구 새울로68번길 23-23 (용운동),,도로명원본:대전광역시 동구 새울로68번길 23-23 (용운동) -> 1,False
public_library,24,대전광역시 동구 판암도서관,대전광역시 동구 옥천로180번길 20 (판암동),,도로명원본,36.3164176756017,127.460772644818,1,대전광역시 동구 옥천로180번길 20 (판암동),,도로명원본:대전광역시 동구 옥천로180번길 20 (판암동) -> 1,False
public_library,25,대전광역시 동구 무지개도서관,대전광역시 동구 동부로 56-22 (판암동),,도로명원본,36.320244264192,127.459364967559,1,대전광역시 동구 동부로 56-22 (판암동),,도로명원본:대전광역시 동구 동부로 56-22 (판암동) -> 1,False
public_library,26,산성어린이도서관,대전광역시 중구 산서로62번길 53 (사정동),,도로명원본,36.2953458414511,127.385559831401,1,대전광역시 중구 산서로62번길 53 (사정동),,도로명원본:대전광역시 중구 산서로62번길 53 (사정동) -> 1,False
public_library,27,서구어린이도서관,대전광역시 서구 정림동로 25 (정림동),,도로명원본,36.3050352195978,127.368455746802,1,대전광역시 서구 정림동로 25 (정림동),,도로명원본:대전광역시 서구 정림동로 25 (정림동) -> 1,False
youth_facility,28,법동청소년문화센터,대전시 대덕구 계족로 663번길 36,,도로명원본,36.3707572501625,127.42675791074,1,대전시 대덕구 계족로 663번길 36,,도로명원본:대전시 대덕구 계족로 663번길 36 -> 1,False
youth_facility,29,대덕구청소년어울림센터,대전시 대덕구 쌍청당로 25,,도로명원본,36.3643292095566,127.434183483524,1,대전시 대덕구 쌍청당로 25,,도로명원본:대전시 대덕구 쌍청당로 25 -> 1,False
youth_facility,30,대전청소년위캔센터,대전시 동구 대전천동로 508,,도로명원본,36.326992084421,127.432905315097,1,대전시 동구 대전천동로 508,,도로명원본:대전시 동구 대전천동로 508 -> 1,False
youth_facility,31,평송청소년문화센터,대전시 서구 둔산대로 201,,도로명원본,36.3658577671111,127.391850186536,1,대전시 서구 둔산대로 201,,도로명원본:대전시 서구 둔산대로 201 -> 1,False
youth_facility,32,도화청소년문화의집,대전시 서구 도마로 130,,도로명원본,36.3210257436094,127.384292920527,1,대전시 서구 도마로 130,,도로명원본:대전시 서구 도마로 130 -> 1,False
youth_facility,33,도안청소년문화의집,대전시 서구 계백로 1111,,도로명원본,36.3042961604845,127.346918490904,1,대전시 서구 계백로 1111,,도로명원본:대전시 서구 계백로 1111 -> 1,False
youth_facility,34,갈마청소년문화의집,대전시 서구 신갈마로155번길 38,,도로명원본,36.347535049148,127.366387902191,1,대전시 서구 신갈마로155번길 38,,도로명원본:대전시 서구 신갈마로155번길 38 -> 1,False
youth_facility,35,도솔청소년문화의집,대전시 서구 배재로197번길 41,,도로명원본,36.324613943235,127.36788927006,1,대전시 서구 배재로197번길 41,,도로명원본:대전시 서구 배재로197번길 41 -> 1,False
youth_facility,36,탄방동청소년문화의집,대전시 서구 도솔로412번길 32,,도로명원본,36.3414520769003,127.391466119924,1,대전시 서구 도솔로412번길 32,,도로명원본:대전시 서구 도솔로412번길 32 -> 1,False
youth_facility,37,유성구청소년수련관,대전시 유성구 북유성대로 158,,도로명원본,36.380657874996,127.323700039148,1,대전시 유성구 북유성대로 158,,도로명원본:대전시 유성구 북유성대로 158 -> 1,False
youth_facility,38,장대청소년문화의집,대전시 유성구 유성대로730번길 51. 3층,,도로명원본,36.3581192980157,127.335412303909,1,대전시 유성구 유성대로730번길 51. 3층,,도로명원본:대전시 유성구 유성대로730번길 51. 3층 -> 1,False
youth_facility,39,구즉청소년문화의집,대전시 유성구 금남구즉로 1428,,도로명원본,36.4418376724448,127.384944011044,1,대전시 유성구 금남구즉로 1428,,도로명원본:대전시 유성구 금남구즉로 1428 -> 1,False
youth_facility,40,대흥동청소년문화의집,대전시 중구 대흥로 128,,도로명원본,36.3234073343676,127.426400262193,1,대전시 중구 대흥로 128,,도로명원본:대전시 중구 대흥로 128 -> 1,False
lifelong_education,41,학력인정 대전시립중고등학교,대전광역시 동구 동대전로 144번길 47,,도로명원본,36.3343868103654,127.448872525775,1,대전광역시 동구 동대전로 144번길 47,,도로명원본:대전광역시 동구 동대전로 144번길 47 -> 1,False
lifelong_education,42,(사)한국장애인정보화협회대전광역시평생교육원,"대전광역시 중구 대흥로 9(문화동), 4,5층",,키워드,36.3214268392682,127.415129200866,1,대전광역시 (사)한국장애인정보화협회대전광역시평생교육원,,"도로명원본:대전광역시 중구 대흥로 9(문화동), 4,5층 -> 0 | 도로명정제:대전광역시 중구 대흥로 9 4 -> 0 | 키워드:대전광역시 (사)한국장애인정보화협회대전광역시평생교육원 -> 1",False
lifelong_education,43,아우름평생교육원,"대전광역시 대덕구 한밭대로 1141(중리동), 4층",,도로명원본,36.3593495091967,127.425138581547,1,"대전광역시 대덕구 한밭대로 1141(중리동), 4층",,"도로명원본:대전광역시 대덕구 한밭대로 1141(중리동), 4층 -> 1",False
lifelong_education,44,한마음시민학교평생교육원,"대전광역시 중구 대흥로 26(대사동), 6층",,도로명원본,36.3219348041791,127.416846660666,1,"대전광역시 중구 대흥로 26(대사동), 6층",,"도로명원본:대전광역시 중구 대흥로 26(대사동), 6층 -> 1",False
lifelong_education,45,대전동구장애인평생교육원,"대전광역시 동구 태전로 52(삼성동), 502호",,도로명원본,36.3348441233169,127.428378118327,1,"대전광역시 동구 태전로 52(삼성동), 502호",,"도로명원본:대전광역시 동구 태전로 52(삼성동), 502호 -> 1",False
lifelong_education,46,늘푸른평생교육원,"대전광역시 대덕구 회덕로21번길 71(신대동), 1층",,도로명원본,36.3958369170764,127.421335052406,1,"대전광역시 대덕구 회덕로21번길 71(신대동), 1층",,"도로명원본:대전광역시 대덕구 회덕로21번길 71(신대동), 1층 -> 1",False
lifelong_education,47,글로벌에듀테크평생교육원,"대전광역시 중구 계백로 1547(유천동), 4층",,도로명원본,36.317359835882,127.392200612753,1,"대전광역시 중구 계백로 1547(유천동), 4층",,"도로명원본:대전광역시 중구 계백로 1547(유천동), 4층 -> 1",False
lifelong_education,48,푸른봄배움터평생교육원,"대전광역시 중구 대흥로157번길 48(대흥동), 4층",,도로명원본,36.3267341574076,127.428330604583,1,"대전광역시 중구 대흥로157번길 48(대흥동), 4층",,"도로명원본:대전광역시 중구 대흥로157번길 48(대흥동), 4층 -> 1",False
lifelong_education,49,열두달장독대아카데미,"대전광역시 동구 계족로 88(신흥동), 2층일부",,도로명원본,36.3221877292501,127.445124569349,1,"대전광역시 동구 계족로 88(신흥동), 2층일부",,"도로명원본:대전광역시 동구 계족로 88(신흥동), 2층일부 -> 1",False
lifelong_education,50,한성평생교육원,"대전광역시 동구 한밭대로1237번길 37-24(용전동), 3층",,도로명원본,36.3589716871284,127.436203547241,1,"대전광역시 동구 한밭대로1237번길 37-24(용전동), 3층",,"도로명원본:대전광역시 동구 한밭대로1237번길 37-24(용전동), 3층 -> 1",False
lifelong_education,51,국제교육문화센터서대전지사,"대전광역시 중구 계룡로 932(대사동), 3층",,도로명원본,36.3196373453578,127.415551118233,1,"대전광역시 중구 계룡로 932(대사동), 3층",,"도로명원본:대전광역시 중구 계룡로 932(대사동), 3층 -> 1",False
lifelong_education,52,교차로신문문화센터,"대전광역시 동구 동서대로 1669(용전동), 2층",,도로명원본,36.3489721509227,127.435076192131,1,"대전광역시 동구 동서대로 1669(용전동), 2층",,"도로명원본:대전광역시 동구 동서대로 1669(용전동), 2층 -> 1",False
lifelong_education,53,대전총신평생교육원,"대전광역시 대덕구 대전로1033번길 25(오정동), 202호,3,4층",,도로명원본,36.3461625460611,127.416438935447,1,"대전광역시 대덕구 대전로1033번길 25(오정동), 202호,3,4층",,"도로명원본:대전광역시 대덕구 대전로1033번길 25(오정동), 202호,3,4층 -> 1",False
lifelong_education,54,브레인평생교육원,"대전광역시 중구 선화서로 52(선화동), 3층",,도로명원본,36.3282830582105,127.418033951717,1,"대전광역시 중구 선화서로 52(선화동), 3층",,"도로명원본:대전광역시 중구 선화서로 52(선화동), 3층 -> 1",False
lifelong_education,55,제이에스엘인재개발원,"대전광역시 중구 계룡로 825(용두동), 5~7층일부",,키워드,36.3267436401219,127.407842635601,1,대전광역시 제이에스엘인재개발원,,"도로명원본:대전광역시 중구 계룡로 825(용두동), 5~7층일부 -> 0 | 도로명정제:대전광역시 중구 계룡로 825 5~ -> 0 | 키워드:대전광역시 제이에스엘인재개발원 -> 1",False
lifelong_education,56,비욘드그룹평생교육원,"대전광역시 중구 계백로 1711(오류동), 3층",,도로명원본,36.3218699632359,127.409402713409,1,"대전광역시 중구 계백로 1711(오류동), 3층",,"도로명원본:대전광역시 중구 계백로 1711(오류동), 3층 -> 1",False
lifelong_education,57,글로벌식문화평생교육원,"대전광역시 중구 태평로 143(태평동), 602호",,도로명원본,36.3293836213929,127.396220307928,1,"대전광역시 중구 태평로 143(태평동), 602호",,"도로명원본:대전광역시 중구 태평로 143(태평동), 602호 -> 1",False
lifelong_education,58,유즈필라테스송촌점평생교육원,"대전광역시 대덕구 계족산로81번길 101(송촌동), 5층",,도로명원본,36.3664911844852,127.436736794033,1,"대전광역시 대덕구 계족산로81번길 101(송촌동), 5층",,"도로명원본:대전광역시 대덕구 계족산로81번길 101(송촌동), 5층 -> 1",False
lifelong_education,59,그로스평생교육원,"대전광역시 중구 대종로 456(대흥동), 5층",,도로명원본,36.32547688991,127.428038621941,1,"대전광역시 중구 대종로 456(대흥동), 5층",,"도로명원본:대전광역시 중구 대종로 456(대흥동), 5층 -> 1",False
lifelong_education,60,힘찬건설평생교육원,"대전광역시 동구 계족로 271(소제동), 2,3층",,manual_override,36.81069406915504,127.14899585554843,1,"대전광역시 동구 계족로 271(소제동), 2,3층",,"manual_override:대전광역시 동구 계족로 271(소제동), 2,3층",False
lifelong_education,61,주은필라테스평생교육원,"대전광역시 동구 은어송로51번길 5(가오동), 6층",,도로명원본,36.3059724224437,127.455023382367,1,"대전광역시 동구 은어송로51번길 5(가오동), 6층",,"도로명원본:대전광역시 동구 은어송로51번길 5(가오동), 6층 -> 1",False
lifelong_education,62,글로벌한평생교육원,"대전광역시 중구 계룡로 825(용두동), 8층",,도로명원본,36.3267842155492,127.407836053487,1,"대전광역시 중구 계룡로 825(용두동), 8층",,"도로명원본:대전광역시 중구 계룡로 825(용두동), 8층 -> 1",False
lifelong_education,63,라온요가필라테스평생교육원,"대전광역시 동구 동서대로1683번길 33-11 (용전동), 101호",,도로명원본,36.3500204770478,127.435622774116,1,"대전광역시 동구 동서대로1683번길 33-11 (용전동), 101호",,"도로명원본:대전광역시 동구 동서대로1683번길 33-11 (용전동), 101호 -> 1",False
lifelong_education,64,케이에이지이(KAGE)교육학술원평생교육원,"대전광역시 서구 둔산대로117번길 22, 4층 일부, 5층 일부 (만년동)",,도로명원본,36.3659111239732,127.382560451958,1,"대전광역시 서구 둔산대로117번길 22, 4층 일부, 5층 일부 (만년동)",,"도로명원본:대전광역시 서구 둔산대로117번길 22, 4층 일부, 5층 일부 (만년동) -> 1",False
lifelong_education,65,풀잎문화센터둔산교육원평생교육원,"대전광역시 서구 둔산로 67, 203호 (둔산동,경보빌딩)",,도로명원본,36.3515630663006,127.381298426987,1,"대전광역시 서구 둔산로 67, 203호 (둔산동,경보빌딩)",,"도로명원본:대전광역시 서구 둔산로 67, 203호 (둔산동,경보빌딩) -> 1",False
lifelong_education,66,대덕넷아카데미평생교육원,"대전광역시 유성구 대덕대로 582, 401호 (도룡동, 옥토빌딩)",,도로명원본,36.3849284550226,127.378967845502,1,"대전광역시 유성구 대덕대로 582, 401호 (도룡동, 옥토빌딩)",,"도로명원본:대전광역시 유성구 대덕대로 582, 401호 (도룡동, 옥토빌딩) -> 1",False
lifelong_education,67,대전반딧불평생교육원,"대전광역시 유성구 유성대로 798-1, 6층",,도로명원본,36.363108691911,127.337701594542,1,"대전광역시 유성구 유성대로 798-1, 6층",,"도로명원본:대전광역시 유성구 유성대로 798-1, 6층 -> 1",False
lifelong_education,68,한국평생교육원,"대전광역시 유성구 도안대로589번길 13, 2층 일부 (봉명동)",,도로명원본,36.3529037886539,127.340146908699,1,"대전광역시 유성구 도안대로589번길 13, 2층 일부 (봉명동)",,"도로명원본:대전광역시 유성구 도안대로589번길 13, 2층 일부 (봉명동) -> 1",False
lifelong_education,69,백합평생교육원,"대전광역시 서구 중반5길125, 3층 (변동)",,도로명원본,36.3260868875144,127.386267617514,1,"대전광역시 서구 중반5길125, 3층 (변동)",,"도로명원본:대전광역시 서구 중반5길125, 3층 (변동) -> 1",False
lifelong_education,70,케이티씨에스평생교육원,"대전광역시 서구 갈마로 160,   제1연수관 6층 (괴정동)",,manual_override,36.96935431915469,127.48852361677008,1,"대전광역시 서구 갈마로 160,   제1연수관 6층 (괴정동)",,"manual_override:대전광역시 서구 갈마로 160,   제1연수관 6층 (괴정동)",False
lifelong_education,71,모두사랑장애인야간학교평생교육원,"대전광역시 서구 둔산남로 98-17, 5층 (탄방동)",,도로명원본,36.3482440281525,127.388630887003,1,"대전광역시 서구 둔산남로 98-17, 5층 (탄방동)",,"도로명원본:대전광역시 서구 둔산남로 98-17, 5층 (탄방동) -> 1",False
lifelong_education,72,한밭장애인자립생활센터부설대전장애인평생교육원,"대전광역시 서구 둔산로31번길 72, 3층 일부 (둔산동)",,도로명원본,36.354868667745,127.377807808839,1,"대전광역시 서구 둔산로31번길 72, 3층 일부 (둔산동)",,"도로명원본:대전광역시 서구 둔산로31번길 72, 3층 일부 (둔산동) -> 1",False
lifelong_education,73,대전장애인배움터풀꽃야학평생교육원,"대전광역시 서구 갈마로 107, 4층 일부 (갈마동)",,도로명원본,36.3432629273085,127.370830867372,1,"대전광역시 서구 갈마로 107, 4층 일부 (갈마동)",,"도로명원본:대전광역시 서구 갈마로 107, 4층 일부 (갈마동) -> 1",False
lifelong_education,74,비즈메카인재개발평생교육원,"대전광역시 서구 문정로 12, 402호 (탄방동)",,도로명원본,36.3453226278259,127.381489901671,1,"대전광역시 서구 문정로 12, 402호 (탄방동)",,"도로명원본:대전광역시 서구 문정로 12, 402호 (탄방동) -> 1",False
lifelong_education,75,비욘드피티필라테스평생교육원,"대전광역시 유성구 신성남로 57, 3층 (신성동)",,도로명원본,36.3868707402155,127.350181815777,1,"대전광역시 유성구 신성남로 57, 3층 (신성동)",,"도로명원본:대전광역시 유성구 신성남로 57, 3층 (신성동) -> 1",False
lifelong_education,76,화수분평생교육원,"대전광역시 유성구 학하서로53번길 6, 102호 (계산동)",,도로명원본,36.3427543931728,127.299568563106,1,"대전광역시 유성구 학하서로53번길 6, 102호 (계산동)",,"도로명원본:대전광역시 유성구 학하서로53번길 6, 102호 (계산동) -> 1",False
lifelong_education,77,필라테스정원반석점평생교육원,"대전광역시 유성구 반석로 15, 2층 (반석동)",,도로명원본,36.3914417565775,127.312803266383,1,"대전광역시 유성구 반석로 15, 2층 (반석동)",,"도로명원본:대전광역시 유성구 반석로 15, 2층 (반석동) -> 1",False
lifelong_education,78,리본대전둔산점평생교육원,"대전광역시 서구 둔산남로 108, 4층 (탄방동)",,도로명원본,36.3487209481645,127.389483359283,1,"대전광역시 서구 둔산남로 108, 4층 (탄방동)",,"도로명원본:대전광역시 서구 둔산남로 108, 4층 (탄방동) -> 1",False
lifelong_education,79,필라테스뮬평생교육원,"대전광역시 서구 구봉로 137, 402호 (관저동)",,도로명원본,36.2966883549791,127.338178896526,1,"대전광역시 서구 구봉로 137, 402호 (관저동)",,"도로명원본:대전광역시 서구 구봉로 137, 402호 (관저동) -> 1",False
lifelong_education,80,카이필라테스평생교육원,"대전광역시 서구 관저로 157, 304호 (관저동, 하이존)",,도로명원본,36.2993125167428,127.339766893974,1,"대전광역시 서구 관저로 157, 304호 (관저동, 하이존)",,"도로명원본:대전광역시 서구 관저로 157, 304호 (관저동, 하이존) -> 1",False
lifelong_education,81,(사)한국발전인재개발원평생교육원,"대전광역시 서구 구봉산북로94번길 77 (관저동, 한국발전인재개발원(교육연구시설))",,도로명원본,36.2897045821705,127.330685928375,1,"대전광역시 서구 구봉산북로94번길 77 (관저동, 한국발전인재개발원(교육연구시설))",,"도로명원본:대전광역시 서구 구봉산북로94번길 77 (관저동, 한국발전인재개발원(교육연구시설)) -> 1",False
lifelong_education,82,대덕벤처평생교육원,"대전광역시 유성구 갑천로 361-17, 201호 (탑립동)",,도로명원본,36.4122937395374,127.414872433821,1,"대전광역시 유성구 갑천로 361-17, 201호 (탑립동)",,"도로명원본:대전광역시 유성구 갑천로 361-17, 201호 (탑립동) -> 1",False
lifelong_education,83,유즈필라테스대전월평점평생교육원,"대전광역시 서구 청사로123번길11, 6층(월평동)",,도로명원본,36.3603872965625,127.377288199407,1,"대전광역시 서구 청사로123번길11, 6층(월평동)",,"도로명원본:대전광역시 서구 청사로123번길11, 6층(월평동) -> 1",False
lifelong_education,84,대전천문대평생교육원,"대전광역시 유성구 현충원로165, 2층(갑동)",,도로명원본,36.3607389719291,127.289788293253,1,"대전광역시 유성구 현충원로165, 2층(갑동)",,"도로명원본:대전광역시 유성구 현충원로165, 2층(갑동) -> 1",False
lifelong_education,85,디에스평생교육원,"대전광역시 서구 원도안로179번길23-8, 1층(도안동)",,도로명원본,36.319013251882,127.342895820176,1,"대전광역시 서구 원도안로179번길23-8, 1층(도안동)",,"도로명원본:대전광역시 서구 원도안로179번길23-8, 1층(도안동) -> 1",False
lifelong_education,86,은봄필라테스평생교육원,"대전광역시 서구 청사로228, 204호 일부(둔산동, 청사오피스텔)",,도로명원본,36.3594718847278,127.389090140313,1,"대전광역시 서구 청사로228, 204호 일부(둔산동, 청사오피스텔)",,"도로명원본:대전광역시 서구 청사로228, 204호 일부(둔산동, 청사오피스텔) -> 1",False
lifelong_education,87,휴먼케어필라테스대전점평생교육원,"대전광역시 서구 문예로69, 5층",,도로명원본,36.3528972845354,127.38986322741,1,"대전광역시 서구 문예로69, 5층",,"도로명원본:대전광역시 서구 문예로69, 5층 -> 1",False
lifelong_education,88,은봄필라테스갈마점평생교육원,"대전광역시 서구 계룡로500번길 10, 1층 일부",,도로명원본,36.3442533888667,127.379336437291,1,"대전광역시 서구 계룡로500번길 10, 1층 일부",,"도로명원본:대전광역시 서구 계룡로500번길 10, 1층 일부 -> 1",False
lifelong_education,89,바디앤솔필라테스 평생교육원,"대전광역시 서구 계백로 900, 706호, 707호, 708호",,도로명원본,36.2991674787292,127.32473292737,1,"대전광역시 서구 계백로 900, 706호, 707호, 708호",,"도로명원본:대전광역시 서구 계백로 900, 706호, 707호, 708호 -> 1",False
lifelong_education,90,리조트랩요가&필라테스대전점평생교육원,"대전광역시 서구 계룡로 598, 4층 일부",,도로명원본,36.3406861255513,127.389548388967,1,"대전광역시 서구 계룡로 598, 4층 일부",,"도로명원본:대전광역시 서구 계룡로 598, 4층 일부 -> 1",False
lifelong_education,91,대전컬컴평생교육원,"대전광역시 서구 둔지로 14 (둔산동), 4층",,도로명원본,36.350897177035,127.376155431833,1,"대전광역시 서구 둔지로 14 (둔산동), 4층",,"도로명원본:대전광역시 서구 둔지로 14 (둔산동), 4층 -> 1",False
lifelong_education,92,메트로평생교육원,"대전광역시 서구 계룡로 598 (괴정동), 4층 일부",,도로명원본,36.3406861255513,127.389548388967,1,"대전광역시 서구 계룡로 598 (괴정동), 4층 일부",,"도로명원본:대전광역시 서구 계룡로 598 (괴정동), 4층 일부 -> 1",False
lifelong_education,93,바디앤솔필라테스충남대점평생교육원,"대전광역시 유성구 대학로 84, 4층(궁동)",,도로명원본,36.3608456743015,127.344703278144,1,"대전광역시 유성구 대학로 84, 4층(궁동)",,"도로명원본:대전광역시 유성구 대학로 84, 4층(궁동) -> 1",False
lifelong_education,94,바디앤솔메디필라테스평생교육원,"대전광역시 서구 만년로67번길 22, 5층(만년동)",,도로명원본,36.368411021483,127.380514480826,1,"대전광역시 서구 만년로67번길 22, 5층(만년동)",,"도로명원본:대전광역시 서구 만년로67번길 22, 5층(만년동) -> 1",False
lifelong_education,95,바디앤솔필라테스관평점평생교육원,"대전광역시 유성구 테크노중앙로 40, 6층(관평동)",,도로명원본,36.4265943840721,127.389927390249,1,"대전광역시 유성구 테크노중앙로 40, 6층(관평동)",,"도로명원본:대전광역시 유성구 테크노중앙로 40, 6층(관평동) -> 1",False
lifelong_education,96,산림복지종합교육센터평생교육원,"대전광역시 서구 구봉산북로 96-90, 산림복지종합교육센터 (관저동)",,도로명원본,36.290173193061,127.333543214071,1,"대전광역시 서구 구봉산북로 96-90, 산림복지종합교육센터 (관저동)",,"도로명원본:대전광역시 서구 구봉산북로 96-90, 산림복지종합교육센터 (관저동) -> 1",False
lifelong_education,97,한국인재육성교육개발원,"대전광역시 서구 계백로 1260, 3층(정림동)",,도로명원본,36.3069369490075,127.362898718468,1,"대전광역시 서구 계백로 1260, 3층(정림동)",,"도로명원본:대전광역시 서구 계백로 1260, 3층(정림동) -> 1",False
lifelong_education,98,자이로토닉채움유성점평생교육원,"대전광역시 유성구 상대복용로29번길 9-18, 601호(상대동)",,도로명원본,36.3364185844945,127.333065948489,1,"대전광역시 유성구 상대복용로29번길 9-18, 601호(상대동)",,"도로명원본:대전광역시 유성구 상대복용로29번길 9-18, 601호(상대동) -> 1",False
